,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Frequency of Purchases (Numeric),CLV
3198,3199,61,Female,Gloves,Accessories,94.0,Pennsylvania,L,Peach,Winter,2.8,No,Free Shipping,No,No,39.0,Debit Card,Weekly,52.0,4888.0
3199,3200,59,Female,Handbag,Accessories,40.0,Maine,XL,Pink,Winter,4.2,No,Express,No,No,16.0,PayPal,Monthly,25.826981246218995,1033.07924984876
3200,3201,67,Female,Socks,Clothing,24.0,Missouri,L,Black,Spring,4.8,No,Free Shipping,No,No,32.0,Credit Card,Monthly,25.826981246218995,619.8475499092559
3201,3202,46,Female,Pants,Clothing,38.0,Vermont,S,Indigo,Fall,2.8,No,2-Day Shipping,No,No,34.0,Cash,Monthly,25.826981246218995,981.4252873563219
3202,3203,65,Female,Scarf,Accessories,37.0,Wisconsin,L,Green,Fall,4.5,No,Standard,No,No,38.0,Venmo,Annually,1.0,37.0
3203,3204,63,Female,Coat,Outerwear,29.0,New Jersey,L,Teal,Spring,4.1,No,Express,No,No,14.0,Venmo,Annually,1.0,29.0
3204,3205,57,Female,Jacket,Outerwear,92.0,New Mexico,XL,Lavender,Fall,4.3,No,Free Shipping,No,No,23.0,Debit Card,Bi-Weekly,25.826981246218995,2376.0822746521476
3205,3206,40,Female,Hoodie,Clothing,24.0,Colorado,XL,Magenta,Fall,4.4,No,2-Day Shipping,No,No,50.0,Bank Transfer,Every 3 Months,25.826981246218995,619.8475499092559
3206,3207,36,Female,Boots,Footwear,52.0,California,M,Brown,Winter,3.0,No,Free Shipping,No,No,49.0,PayPal,Monthly,25.826981246218995,1343.0030248033877
3207,3208,67,Female,Socks,Clothing,29.0,Arizona,XL,Beige,Summer,2.7,No,Next Day Air,No,No,14.0,PayPal,Annually,1.0,29.0
3208,3209,61,Female,Jewelry,Accessories,30.0,Indiana,L,Indigo,Winter,3.3,No,2-Day Shipping,No,No,42.0,PayPal,Weekly,52.0,1560.0
3209,3210,64,Female,Shoes,Footwear,31.0,Arkansas,L,Peach,Fall,4.3,No,Standard,No,No,39.0,Debit Card,Annually,1.0,31.0
3210,3211,30,Female,Socks,Clothing,67.0,Nevada,M,Magenta,Summer,2.9,No,Express,No,No,43.0,Venmo,Bi-Weekly,25.826981246218995,1730.4077434966728
3211,3212,53,Female,Pants,Clothing,65.0,Rhode Island,L,Turquoise,Winter,4.9,No,Standard,No,No,12.0,Cash,Monthly,25.826981246218995,1678.7537810042347
3212,3213,27,Female,Sneakers,Footwear,22.0,Wyoming,M,Indigo,Winter,3.6,No,2-Day Shipping,No,No,21.0,Debit Card,Weekly,52.0,1144.0
3213,3214,27,Female,Sunglasses,Accessories,56.0,Texas,M,Brown,Winter,3.3,No,Standard,No,No,33.0,Credit Card,Monthly,25.826981246218995,1446.3109497882638
3214,3215,53,Female,Skirt,Clothing,78.0,Washington,M,Yellow,Spring,3.1,No,Free Shipping,No,No,6.0,Debit Card,Annually,1.0,78.0
3215,3216,34,Female,Coat,Outerwear,90.0,Rhode Island,M,Magenta,Summer,2.7,No,Free Shipping,No,No,10.0,PayPal,Every 3 Months,25.826981246218995,2324.4283121597095
3216,3217,39,Female,Hoodie,Clothing,85.0,Illinois,S,Olive,Winter,3.4,No,Next Day Air,No,No,18.0,Cash,Weekly,52.0,4420.0
3217,3218,44,Female,Sunglasses,Accessories,58.0,Oregon,M,Silver,Fall,3.4,No,Express,No,No,46.0,Venmo,Weekly,52.0,3016.0
3218,3219,37,Female,Skirt,Clothing,34.0,Florida,M,Teal,Fall,3.9,No,Express,No,No,49.0,PayPal,Monthly,25.826981246218995,878.1173623714459
3219,3220,57,Female,Coat,Outerwear,40.0,Kansas,L,White,Summer,3.5,No,2-Day Shipping,No,No,39.0,Credit Card,Weekly,52.0,2080.0
3220,3221,38,Female,Handbag,Accessories,29.0,North Dakota,M,Blue,Fall,4.1,No,Free Shipping,No,No,16.0,Cash,Monthly,25.826981246218995,748.9824561403509
3221,3222,21,Female,T-shirt,Clothing,76.0,New Hampshire,M,Yellow,Winter,3.2,No,Standard,No,No,28.0,Cash,Annually,1.0,76.0
3222,3223,45,Female,Sunglasses,Accessories,84.0,Texas,S,Maroon,Fall,4.6,No,Store Pickup,No,No,22.0,PayPal,Quarterly,25.826981246218995,2169.4664246823954
3223,3224,68,Female,Shirt,Clothing,65.0,Montana,S,Gray,Spring,3.9,No,Standard,No,No,36.0,Venmo,Bi-Weekly,25.826981246218995,1678.7537810042347
3224,3225,37,Female,Hoodie,Clothing,80.0,Delaware,L,Indigo,Winter,2.7,No,Free Shipping,No,No,18.0,PayPal,Monthly,25.826981246218995,2066.15849969752
3225,3226,53,Female,Blouse,Clothing,98.0,New Hampshire,M,Pink,Fall,3.0,No,Store Pickup,No,No,31.0,Credit Card,Weekly,52.0,5096.0
3226,3227,57,Female,Sneakers,Footwear,71.0,Minnesota,XL,Beige,Spring,3.3,No,Next Day Air,No,No,38.0,Bank Transfer,Fortnightly,26.0,1846.0
3227,3228,28,Female,Scarf,Accessories,69.0,Alaska,XL,White,Fall,2.7,No,Free Shipping,No,No,42.0,Debit Card,Quarterly,25.826981246218995,1782.0617059891106
3228,3229,37,Female,Jewelry,Accessories,95.0,Connecticut,M,Yellow,Spring,4.6,No,2-Day Shipping,No,No,27.0,PayPal,Annually,1.0,95.0
3229,3230,54,Female,Pants,Clothing,67.0,Connecticut,M,Teal,Fall,2.7,No,Express,No,No,24.0,Cash,Monthly,25.826981246218995,1730.4077434966728
3230,3231,49,Female,Sneakers,Footwear,49.0,Kansas,M,Olive,Summer,2.5,No,Next Day Air,No,No,38.0,Debit Card,Annually,1.0,49.0
3231,3232,62,Female,Shoes,Footwear,97.0,Nevada,M,Maroon,Winter,4.4,No,Free Shipping,No,No,9.0,Credit Card,Annually,1.0,97.0
3232,3233,45,Female,T-shirt,Clothing,34.0,Massachusetts,M,White,Spring,4.0,No,Next Day Air,No,No,19.0,Bank Transfer,Monthly,25.826981246218995,878.1173623714459
3233,3234,45,Female,Belt,Accessories,74.0,Indiana,M,Lavender,Fall,3.8,No,Express,No,No,11.0,Debit Card,Bi-Weekly,25.826981246218995,1911.1966122202057
3234,3235,49,Female,Jewelry,Accessories,96.0,Washington,M,Black,Winter,2.5,No,2-Day Shipping,No,No,16.0,Debit Card,Quarterly,25.826981246218995,2479.3901996370237
3235,3236,27,Female,Belt,Accessories,68.0,Kansas,M,Green,Summer,4.0,No,Free Shipping,No,No,18.0,Venmo,Monthly,25.826981246218995,1756.2347247428918
3236,3237,63,Female,Belt,Accessories,84.0,South Carolina,L,Olive,Fall,4.1,No,Next Day Air,No,No,8.0,Cash,Monthly,25.826981246218995,2169.4664246823954
3237,3238,61,Female,T-shirt,Clothing,57.0,Vermont,M,Gray,Summer,2.8,No,Express,No,No,4.0,Cash,Weekly,52.0,2964.0
3238,3239,25,Female,Sneakers,Footwear,84.0,Wyoming,XL,Teal,Fall,3.4,No,2-Day Shipping,No,No,37.0,Cash,Quarterly,25.826981246218995,2169.4664246823954
3239,3240,33,Female,Sunglasses,Accessories,32.0,Colorado,M,Charcoal,Fall,2.7,No,2-Day Shipping,No,No,30.0,Cash,Monthly,25.826981246218995,826.4633998790079
3240,3241,56,Female,Sandals,Footwear,37.0,West Virginia,M,Violet,Fall,3.8,No,2-Day Shipping,No,No,37.0,Bank Transfer,Monthly,25.826981246218995,955.5983061101028
3241,3242,50,Female,Handbag,Accessories,58.0,Connecticut,M,Lavender,Summer,4.4,No,Store Pickup,No,No,30.0,PayPal,Quarterly,25.826981246218995,1497.9649122807018
3242,3243,45,Female,Socks,Clothing,74.0,Oregon,S,Beige,Fall,2.8,No,Express,No,No,17.0,Venmo,Weekly,52.0,3848.0
3243,3244,45,Female,Hoodie,Clothing,99.0,Idaho,L,Black,Summer,5.0,No,Store Pickup,No,No,11.0,Bank Transfer,Every 3 Months,25.826981246218995,2556.8711433756807
3244,3245,65,Female,Sweater,Clothing,81.0,Arkansas,M,Black,Fall,4.7,No,Express,No,No,42.0,Credit Card,Annually,1.0,81.0
3245,3246,63,Female,Pants,Clothing,76.0,Kansas,M,Purple,Fall,3.2,No,Next Day Air,No,No,20.0,Cash,Weekly,52.0,3952.0
3246,3247,70,Female,Sneakers,Footwear,98.0,Michigan,M,Magenta,Summer,2.9,No,Store Pickup,No,No,37.0,Cash,Monthly,25.826981246218995,2531.0441621294617
3247,3248,53,Female,Gloves,Accessories,91.0,Arkansas,M,Teal,Summer,3.7,No,Express,No,No,12.0,PayPal,Fortnightly,26.0,2366.0
3248,3249,22,Female,T-shirt,Clothing,79.0,Pennsylvania,S,Teal,Summer,4.2,No,Free Shipping,No,No,41.0,Bank Transfer,Quarterly,25.826981246218995,2040.3315184513006
3249,3250,26,Female,Backpack,Accessories,83.0,Virginia,M,Pink,Summer,3.4,No,Express,No,No,32.0,Credit Card,Quarterly,25.826981246218995,2143.6394434361764
3250,3251,23,Female,Coat,Outerwear,90.0,Minnesota,M,Teal,Spring,2.9,No,2-Day Shipping,No,No,15.0,Venmo,Weekly,52.0,4680.0
3251,3252,25,Female,Coat,Outerwear,20.0,Nevada,M,Gold,Winter,3.7,No,Standard,No,No,39.0,Venmo,Quarterly,25.826981246218995,516.53962492438
3252,3253,69,Female,Sandals,Footwear,21.0,Montana,L,Brown,Spring,2.7,No,Store Pickup,No,No,48.0,Credit Card,Fortnightly,26.0,546.0
3253,3254,36,Female,Backpack,Accessories,60.0,Nebraska,M,Brown,Fall,3.2,No,2-Day Shipping,No,No,8.0,Venmo,Fortnightly,26.0,1560.0
3254,3255,21,Female,Sweater,Clothing,31.0,Indiana,S,Magenta,Winter,4.9,No,Store Pickup,No,No,11.0,Bank Transfer,Every 3 Months,25.826981246218995,800.6364186327888
3255,3256,57,Female,Shorts,Clothing,40.0,New Jersey,M,Black,Fall,2.8,No,Next Day Air,No,No,36.0,Bank Transfer,Monthly,25.826981246218995,1033.07924984876
3256,3257,60,Female,Sunglasses,Accessories,26.0,Wisconsin,L,Teal,Winter,4.7,No,Free Shipping,No,No,50.0,Venmo,Every 3 Months,25.826981246218995,671.5015124016938
3257,3258,44,Female,Shirt,Clothing,98.0,Minnesota,M,Brown,Fall,3.3,No,Express,No,No,39.0,Venmo,Every 3 Months,25.826981246218995,2531.0441621294617
3258,3259,31,Female,Shoes,Footwear,51.0,New Jersey,M,Magenta,Spring,4.3,No,Express,No,No,11.0,Credit Card,Bi-Weekly,25.826981246218995,1317.1760435571687
3259,3260,57,Female,Hat,Accessories,95.0,Oklahoma,XL,Indigo,Fall,3.7,No,2-Day Shipping,No,No,5.0,Debit Card,Every 3 Months,25.826981246218995,2453.5632183908046
3260,3261,39,Female,Scarf,Accessories,36.0,Wisconsin,M,Violet,Summer,4.5,No,2-Day Shipping,No,No,7.0,Credit Card,Annually,1.0,36.0
3261,3262,48,Female,Belt,Accessories,52.0,Rhode Island,L,Cyan,Winter,3.4,No,Store Pickup,No,No,50.0,Debit Card,Weekly,52.0,2704.0
3262,3263,42,Female,T-shirt,Clothing,35.0,Indiana,M,Violet,Spring,2.7,No,Standard,No,No,21.0,Cash,Every 3 Months,25.826981246218995,903.9443436176648
3263,3264,56,Female,Shorts,Clothing,68.0,Vermont,S,Black,Fall,4.4,No,Express,No,No,31.0,Debit Card,Fortnightly,26.0,1768.0
3264,3265,28,Female,Pants,Clothing,50.0,Maine,S,Charcoal,Winter,4.0,No,Express,No,No,39.0,Cash,Bi-Weekly,25.826981246218995,1291.3490623109499
3265,3266,40,Female,Sunglasses,Accessories,100.0,Alabama,M,White,Winter,3.2,No,Express,No,No,28.0,Credit Card,Fortnightly,26.0,2600.0
3266,3267,49,Female,Coat,Outerwear,74.0,Alabama,S,Gray,Winter,4.2,No,Next Day Air,No,No,33.0,Bank Transfer,Weekly,52.0,3848.0
3267,3268,37,Female,Hoodie,Clothing,45.0,Idaho,L,Pink,Winter,3.0,No,Store Pickup,No,No,42.0,Credit Card,Quarterly,25.826981246218995,1162.2141560798548
3268,3269,22,Female,Dress,Clothing,97.0,Arkansas,M,Cyan,Fall,2.8,No,Free Shipping,No,No,5.0,Bank Transfer,Every 3 Months,25.826981246218995,2505.2171808832427
3269,3270,27,Female,Blouse,Clothing,60.0,Ohio,M,Blue,Winter,4.9,No,Express,No,No,25.0,Cash,Monthly,25.826981246218995,1549.6188747731396
3270,3271,59,Female,Socks,Clothing,25.0,Illinois,M,Indigo,Winter,4.7,No,Express,No,No,48.0,PayPal,Annually,1.0,25.0
3271,3272,35,Female,Socks,Clothing,55.0,Nevada,XL,Magenta,Spring,4.4,No,Standard,No,No,30.0,Credit Card,Weekly,52.0,2860.0
3272,3273,58,Female,Shoes,Footwear,99.0,Texas,M,Lavender,Winter,3.1,No,Next Day Air,No,No,34.0,PayPal,Quarterly,25.826981246218995,2556.8711433756807
3273,3274,58,Female,Belt,Accessories,45.0,Nevada,S,Orange,Summer,2.6,No,Free Shipping,No,No,34.0,PayPal,Every 3 Months,25.826981246218995,1162.2141560798548
3274,3275,46,Female,Sweater,Clothing,20.0,Oklahoma,M,Cyan,Spring,3.9,No,Store Pickup,No,No,14.0,Cash,Fortnightly,26.0,520.0
3275,3276,43,Female,Pants,Clothing,88.0,Alabama,XL,Green,Summer,2.6,No,2-Day Shipping,No,No,2.0,Debit Card,Weekly,52.0,4576.0
3276,3277,39,Female,Scarf,Accessories,99.0,South Dakota,M,White,Summer,4.0,No,Store Pickup,No,No,41.0,PayPal,Every 3 Months,25.826981246218995,2556.8711433756807
3277,3278,59,Female,Skirt,Clothing,86.0,Texas,M,Blue,Spring,4.9,No,Store Pickup,No,No,3.0,Credit Card,Monthly,25.826981246218995,2221.1203871748335
3278,3279,59,Female,Dress,Clothing,70.0,Montana,M,Black,Summer,3.3,No,2-Day Shipping,No,No,18.0,Bank Transfer,Weekly,52.0,3640.0
3279,3280,59,Female,Hat,Accessories,50.0,Wyoming,S,Red,Fall,3.0,No,Express,No,No,1.0,Debit Card,Fortnightly,26.0,1300.0
3280,3281,45,Female,Handbag,Accessories,57.0,New York,L,Red,Winter,2.7,No,Next Day Air,No,No,5.0,PayPal,Monthly,25.826981246218995,1472.1379310344828
3281,3282,27,Female,Pants,Clothing,69.0,Oregon,L,Gold,Winter,3.1,No,Free Shipping,No,No,41.0,Bank Transfer,Annually,1.0,69.0
3282,3283,24,Female,T-shirt,Clothing,94.0,California,M,Red,Fall,4.8,No,Next Day Air,No,No,5.0,Credit Card,Monthly,25.826981246218995,2427.7362371445856
3283,3284,47,Female,Jacket,Outerwear,24.0,North Carolina,L,Purple,Spring,2.9,No,Express,No,No,10.0,Debit Card,Every 3 Months,25.826981246218995,619.8475499092559
3284,3285,70,Female,Scarf,Accessories,79.0,Kentucky,L,White,Spring,4.5,No,2-Day Shipping,No,No,20.0,Venmo,Annually,1.0,79.0
3285,3286,58,Female,Hat,Accessories,31.0,Hawaii,XL,Magenta,Fall,4.6,No,Free Shipping,No,No,11.0,Cash,Weekly,52.0,1612.0
3286,3287,45,Female,Jacket,Outerwear,67.0,Illinois,L,Pink,Winter,5.0,No,Express,No,No,4.0,Venmo,Fortnightly,26.0,1742.0
3287,3288,24,Female,Skirt,Clothing,63.0,West Virginia,L,Black,Spring,4.3,No,2-Day Shipping,No,No,38.0,Credit Card,Weekly,52.0,3276.0
3288,3289,67,Female,Handbag,Accessories,61.0,South Carolina,XL,White,Spring,4.9,No,Next Day Air,No,No,19.0,Credit Card,Bi-Weekly,25.826981246218995,1575.4458560193586
3289,3290,31,Female,Backpack,Accessories,50.0,Montana,M,Maroon,Summer,4.0,No,2-Day Shipping,No,No,16.0,Venmo,Every 3 Months,25.826981246218995,1291.3490623109499
3290,3291,52,Female,Coat,Outerwear,82.0,North Dakota,L,Black,Spring,3.1,No,Free Shipping,No,No,2.0,PayPal,Monthly,25.826981246218995,2117.812462189958
3291,3292,29,Female,Belt,Accessories,51.0,New Mexico,L,Olive,Fall,2.6,No,2-Day Shipping,No,No,11.0,Cash,Monthly,25.826981246218995,1317.1760435571687
3292,3293,62,Female,Handbag,Accessories,23.0,Missouri,L,Gray,Spring,4.9,No,Standard,No,No,18.0,Bank Transfer,Fortnightly,26.0,598.0
3293,3294,19,Female,Coat,Outerwear,91.0,West Virginia,M,Gold,Spring,3.5,No,2-Day Shipping,No,No,47.0,Credit Card,Fortnightly,26.0,2366.0
3294,3295,62,Female,Sweater,Clothing,60.0,South Carolina,S,Magenta,Spring,4.5,No,Store Pickup,No,No,15.0,Bank Transfer,Bi-Weekly,25.826981246218995,1549.6188747731396
3295,3296,70,Female,Blouse,Clothing,34.0,West Virginia,S,Lavender,Summer,2.8,No,Next Day Air,No,No,15.0,Cash,Weekly,52.0,1768.0
3296,3297,20,Female,Blouse,Clothing,23.0,Alaska,M,Green,Spring,4.2,No,Next Day Air,No,No,47.0,Venmo,Quarterly,25.826981246218995,594.0205686630369
3297,3298,67,Female,Belt,Accessories,82.0,West Virginia,M,Violet,Fall,4.1,No,Free Shipping,No,No,47.0,PayPal,Monthly,25.826981246218995,2117.812462189958
3298,3299,65,Female,Jacket,Outerwear,73.0,New Mexico,M,Brown,Fall,3.5,No,Express,No,No,6.0,Bank Transfer,Every 3 Months,25.826981246218995,1885.3696309739867
3299,3300,45,Female,Shorts,Clothing,32.0,South Dakota,L,Teal,Spring,4.0,No,2-Day Shipping,No,No,18.0,Venmo,Monthly,25.826981246218995,826.4633998790079
3300,3301,26,Female,Hat,Accessories,80.0,Oklahoma,M,Charcoal,Spring,4.0,No,Express,No,No,40.0,Bank Transfer,Bi-Weekly,25.826981246218995,2066.15849969752
3301,3302,36,Female,Pants,Clothing,58.0,Oklahoma,XL,Charcoal,Summer,2.5,No,Free Shipping,No,No,31.0,Credit Card,Fortnightly,26.0,1508.0
3302,3303,36,Female,Blouse,Clothing,82.0,Alabama,XL,Beige,Winter,4.2,No,Standard,No,No,31.0,Venmo,Bi-Weekly,25.826981246218995,2117.812462189958
3303,3304,20,Female,Belt,Accessories,60.0,Mississippi,S,Turquoise,Summer,3.4,No,Next Day Air,No,No,4.0,Credit Card,Fortnightly,26.0,1560.0
3304,3305,30,Female,Handbag,Accessories,79.0,Mississippi,XL,Orange,Fall,4.8,No,Next Day Air,No,No,36.0,Bank Transfer,Every 3 Months,25.826981246218995,2040.3315184513006
3305,3306,34,Female,Hoodie,Clothing,41.0,Nebraska,L,Cyan,Summer,4.9,No,Standard,No,No,31.0,PayPal,Bi-Weekly,25.826981246218995,1058.906231094979
3306,3307,63,Female,Jacket,Outerwear,39.0,Colorado,L,Orange,Summer,3.6,No,Store Pickup,No,No,6.0,Venmo,Fortnightly,26.0,1014.0
3307,3308,18,Female,Scarf,Accessories,36.0,Pennsylvania,S,Green,Winter,4.0,No,Store Pickup,No,No,1.0,Cash,Monthly,25.826981246218995,929.7713248638838
3308,3309,55,Female,Jeans,Clothing,70.0,Utah,M,Pink,Fall,2.6,No,Express,No,No,29.0,Cash,Monthly,25.826981246218995,1807.8886872353296
3309,3310,48,Female,Handbag,Accessories,47.0,Massachusetts,M,Blue,Summer,3.1,No,Store Pickup,No,No,19.0,PayPal,Monthly,25.826981246218995,1213.8681185722928
3310,3311,45,Female,Jacket,Outerwear,27.0,Iowa,M,Pink,Winter,3.6,No,Free Shipping,No,No,12.0,PayPal,Fortnightly,26.0,702.0
3311,3312,29,Female,Hat,Accessories,52.0,Florida,L,Blue,Summer,4.0,No,Express,No,No,18.0,Bank Transfer,Annually,1.0,52.0
3312,3313,55,Female,Sneakers,Footwear,75.0,Louisiana,L,Black,Summer,3.9,No,Next Day Air,No,No,45.0,Cash,Quarterly,25.826981246218995,1937.0235934664247
3313,3314,55,Female,Hat,Accessories,30.0,Kansas,XL,Black,Fall,3.9,No,Express,No,No,45.0,Credit Card,Monthly,25.826981246218995,774.8094373865698
3314,3315,55,Female,Socks,Clothing,94.0,Kansas,M,Violet,Spring,3.3,No,Standard,No,No,8.0,Credit Card,Quarterly,25.826981246218995,2427.7362371445856
3315,3316,48,Female,Scarf,Accessories,68.0,Kentucky,S,Gold,Summer,2.9,No,Standard,No,No,4.0,PayPal,Every 3 Months,25.826981246218995,1756.2347247428918
3316,3317,42,Female,Socks,Clothing,45.0,New Mexico,M,Olive,Summer,3.1,No,Free Shipping,No,No,5.0,Debit Card,Fortnightly,26.0,1170.0
3317,3318,21,Female,Hat,Accessories,67.0,North Carolina,XL,Pink,Summer,4.7,No,Standard,No,No,30.0,Cash,Quarterly,25.826981246218995,1730.4077434966728
3318,3319,45,Female,Jacket,Outerwear,46.0,North Dakota,M,Olive,Summer,3.9,No,Free Shipping,No,No,15.0,PayPal,Monthly,25.826981246218995,1188.0411373260738
3319,3320,23,Female,Shorts,Clothing,31.0,North Dakota,M,Indigo,Summer,4.3,No,Next Day Air,No,No,17.0,Credit Card,Every 3 Months,25.826981246218995,800.6364186327888
3320,3321,66,Female,Blouse,Clothing,44.0,Illinois,XL,Silver,Fall,4.2,No,2-Day Shipping,No,No,45.0,Cash,Every 3 Months,25.826981246218995,1136.3871748336358
3321,3322,32,Female,Coat,Outerwear,100.0,Maine,S,Charcoal,Winter,4.3,No,Next Day Air,No,No,3.0,Venmo,Annually,1.0,100.0
3322,3323,52,Female,Sweater,Clothing,92.0,Indiana,XL,Orange,Winter,4.6,No,Next Day Air,No,No,43.0,PayPal,Weekly,52.0,4784.0
3323,3324,54,Female,Handbag,Accessories,78.0,North Dakota,M,Yellow,Winter,3.8,No,Free Shipping,No,No,4.0,Credit Card,Monthly,25.826981246218995,2014.5045372050815
3324,3325,37,Female,T-shirt,Clothing,32.0,Missouri,S,Red,Fall,3.3,No,Standard,No,No,41.0,Venmo,Weekly,52.0,1664.0
3325,3326,29,Female,Sandals,Footwear,97.0,Alaska,M,Maroon,Fall,3.7,No,2-Day Shipping,No,No,16.0,Venmo,Monthly,25.826981246218995,2505.2171808832427
3326,3327,47,Female,Gloves,Accessories,95.0,North Dakota,M,Magenta,Summer,4.3,No,Standard,No,No,10.0,Debit Card,Annually,1.0,95.0
3327,3328,47,Female,Shorts,Clothing,64.0,Connecticut,M,Black,Spring,4.1,No,Express,No,No,2.0,Debit Card,Quarterly,25.826981246218995,1652.9267997580157
3328,3329,42,Female,Sandals,Footwear,35.0,Wisconsin,M,Violet,Spring,3.2,No,Free Shipping,No,No,11.0,Cash,Bi-Weekly,25.826981246218995,903.9443436176648
3329,3330,34,Female,Backpack,Accessories,54.0,New Jersey,M,Gray,Winter,3.8,No,Express,No,No,1.0,Debit Card,Bi-Weekly,25.826981246218995,1394.6569872958257
3330,3331,38,Female,Sneakers,Footwear,96.0,Missouri,M,Black,Spring,3.2,No,2-Day Shipping,No,No,41.0,Bank Transfer,Quarterly,25.826981246218995,2479.3901996370237
3331,3332,55,Female,Sunglasses,Accessories,58.0,California,M,Pink,Summer,3.5,No,Free Shipping,No,No,39.0,PayPal,Quarterly,25.826981246218995,1497.9649122807018
3332,3333,27,Female,T-shirt,Clothing,23.0,Washington,M,Silver,Summer,3.1,No,2-Day Shipping,No,No,1.0,PayPal,Bi-Weekly,25.826981246218995,594.0205686630369
3333,3334,55,Female,Jeans,Clothing,35.0,Minnesota,M,Violet,Spring,4.2,No,Express,No,No,3.0,PayPal,Monthly,25.826981246218995,903.9443436176648
3334,3335,66,Female,Shirt,Clothing,23.0,California,M,Beige,Summer,3.4,No,Free Shipping,No,No,21.0,Credit Card,Annually,1.0,23.0
3335,3336,44,Female,Hat,Accessories,94.0,Texas,XL,Cyan,Winter,3.5,No,Express,No,No,48.0,Bank Transfer,Quarterly,25.826981246218995,2427.7362371445856
3336,3337,39,Female,Blouse,Clothing,45.0,Montana,M,Brown,Fall,4.0,No,Free Shipping,No,No,24.0,Debit Card,Annually,1.0,45.0
3337,3338,23,Female,Jacket,Outerwear,23.0,Arizona,L,Blue,Winter,4.4,No,2-Day Shipping,No,No,45.0,Bank Transfer,Bi-Weekly,25.826981246218995,594.0205686630369
3338,3339,29,Female,Skirt,Clothing,94.0,Minnesota,L,White,Winter,2.9,No,2-Day Shipping,No,No,46.0,Credit Card,Monthly,25.826981246218995,2427.7362371445856
3339,3340,20,Female,Gloves,Accessories,99.0,Nebraska,M,Cyan,Fall,3.6,No,Store Pickup,No,No,35.0,Cash,Fortnightly,26.0,2574.0
3340,3341,42,Female,T-shirt,Clothing,36.0,Virginia,XL,Maroon,Fall,4.4,No,Free Shipping,No,No,47.0,Credit Card,Fortnightly,26.0,936.0
3341,3342,55,Female,Jacket,Outerwear,50.0,Connecticut,XL,Olive,Summer,4.5,No,Standard,No,No,35.0,Credit Card,Monthly,25.826981246218995,1291.3490623109499
3342,3343,66,Female,Jacket,Outerwear,81.0,New Jersey,M,Violet,Spring,3.8,No,Free Shipping,No,No,45.0,Credit Card,Weekly,52.0,4212.0
3343,3344,24,Female,Shorts,Clothing,31.0,Kentucky,XL,Green,Winter,3.6,No,2-Day Shipping,No,No,6.0,Cash,Bi-Weekly,25.826981246218995,800.6364186327888
3344,3345,62,Female,Hat,Accessories,48.0,Washington,XL,Magenta,Fall,4.3,No,Free Shipping,No,No,20.0,Cash,Annually,1.0,48.0
3345,3346,28,Female,Handbag,Accessories,91.0,Florida,M,Turquoise,Summer,4.0,No,2-Day Shipping,No,No,3.0,Venmo,Bi-Weekly,25.826981246218995,2350.2552934059286
3346,3347,30,Female,Jeans,Clothing,99.0,Oklahoma,M,Black,Summer,3.4,No,Express,No,No,30.0,Venmo,Quarterly,25.826981246218995,2556.8711433756807
3347,3348,22,Female,Shoes,Footwear,70.0,Iowa,XL,Cyan,Summer,4.4,No,Standard,No,No,28.0,PayPal,Bi-Weekly,25.826981246218995,1807.8886872353296
3348,3349,28,Female,T-shirt,Clothing,74.0,New Hampshire,L,Gray,Winter,2.8,No,Standard,No,No,15.0,Cash,Every 3 Months,25.826981246218995,1911.1966122202057
3349,3350,35,Female,Jewelry,Accessories,79.0,Georgia,M,Red,Fall,2.8,No,Store Pickup,No,No,29.0,PayPal,Quarterly,25.826981246218995,2040.3315184513006
3350,3351,45,Female,Handbag,Accessories,33.0,Mississippi,S,Olive,Fall,4.9,No,2-Day Shipping,No,No,15.0,Cash,Bi-Weekly,25.826981246218995,852.2903811252269
3351,3352,43,Female,Shirt,Clothing,49.0,New Hampshire,L,Cyan,Spring,4.2,No,2-Day Shipping,No,No,18.0,Bank Transfer,Fortnightly,26.0,1274.0
3352,3353,55,Female,Belt,Accessories,96.0,Washington,M,Teal,Summer,2.9,No,Next Day Air,No,No,7.0,Bank Transfer,Bi-Weekly,25.826981246218995,2479.3901996370237
3353,3354,31,Female,Dress,Clothing,66.0,Ohio,L,Teal,Fall,4.6,No,Free Shipping,No,No,19.0,Credit Card,Every 3 Months,25.826981246218995,1704.5807622504537
3354,3355,42,Female,Skirt,Clothing,45.0,Maryland,M,Orange,Fall,2.8,No,Next Day Air,No,No,15.0,PayPal,Weekly,52.0,2340.0
3355,3356,40,Female,Blouse,Clothing,28.0,Delaware,M,Peach,Spring,2.6,No,Store Pickup,No,No,3.0,Bank Transfer,Bi-Weekly,25.826981246218995,723.1554748941319
3356,3357,39,Female,Jeans,Clothing,48.0,Tennessee,M,Silver,Summer,3.5,No,Store Pickup,No,No,13.0,PayPal,Bi-Weekly,25.826981246218995,1239.6950998185118
3357,3358,41,Female,Hoodie,Clothing,67.0,Arkansas,M,Pink,Winter,3.5,No,Free Shipping,No,No,37.0,Credit Card,Monthly,25.826981246218995,1730.4077434966728
